Runfeng L., Yunlong H., Jicheng H., Weiqi P., Qinhai M., Yongxia S., Chufang L., Jin Z., Zhenhua J., Haiming J., Kui Z., Shuxiang H., Jun D., Xiaobo L., Xiaotao H., Lin W., Nanshan Z., Zifeng Y.,	Runfeng L., Yunlong H., Jicheng H., Weiqi P., Qinhai M., Yongxia S., Chufang L., Jin Z., Zhenhua J., Haiming J., Kui Z., Shuxiang H., Jun D., Xiaobo L., Xiaotao H., Lin W., Nanshan Z., Zifeng Y.
Galanopoulou A.S., Ferastraoaru V., Correa D.J., Cherian K., Duberstein S., Gursky J., Hanumanthu R., Hung C., Molinero I., Khodakivska O., Legatt A.D., Patel P., Rosengard J., Rubens E., Sugrue W., Yozawitz E., Mehler M.F., Ballaban-Gil K., Haut S.R., Moshé S.L., Boro A.,	Galanopoulou A.S., Ferastraoaru V., Correa D.J., Cherian K., Duberstein S., Gursky J., Hanumanthu R., Hung C., Molinero I., Khodakivska O., Legatt A.D., Patel P., Rosengard J., Rubens E., Sugrue W., Yozawitz E., Mehler M.F., Ballaban-Gil K., Haut S.R., Moshé S.L., Boro A.
Amirian E.S.,	Amirian E.S.
Andreou A., Trantza S., Filippou D., Sipsas N., Tsiodras S.,	Andreou A., Trantza S., Filippou D., Sipsas N., Tsiodras S.
Morawska L., Cao J.,	Morawska L., Cao J.
Morgan K., Samuel K., Vandeputte M., Hayes P.C., Plevris J.N.,	Morgan K., Samuel K., Vandeputte M., Hayes P.C., Plevris J.N.
Gao P., Ma S., Lu D., Mitcham C., Jing Y., Wang G.,	Gao P., Ma S., Lu D., Mitcham C., Jing Y., Wang G.
Lung J., Lin Y.-S., Yang Y.-H., Chou Y.-L., Shu L.-H., Cheng Y.-C., Liu H.T., Wu C.-Y.,	Lung J., Lin Y.-S., Yang Y.-H., Chou Y.-L., Shu L.-H., Cheng Y.-C., Liu H.T., Wu C.-Y.
Wang C., Liu Z., Chen Z., Huang X., Xu M., He T., Zhang Z.,	Wang C., Liu Z., Chen Z., Huang X., Xu M., He T., Zhang Z.
Cristelo C., Azevedo C., Marques J.M., Nunes R., Sarmento B.,	Cristelo C., Azevedo C., Marques J.M., Nunes R., Sarmento B.
Fronza R., Lusic M., Schmidt M., Lucic B.,	Fronza R., Lusic M., Schmidt M., Lucic B.
Gimeno A., Mestres-Truyol J., Ojeda-Montes M.J., Macip G., Saldivar-Espinoza B., Cereto-Massagué A., Pujadas G., Garcia-Vallvé S.,	Gimeno A., Mestres-Truyol J., Ojeda-Montes M.J., Macip G., Saldivar-Espinoza B., Cereto-Massagué A., Pujadas G., Garcia-Vallvé S.
Magro G.,	Magro G.
Lütje S., Marinova M., Kütting D., Attenberger U., Essler M., Bundschuh R.A.,	Lütje S., Marinova M., Kütting D., Attenberger U., Essler M., Bundschuh R.A.
Johnson K.M., Belfer J.J., Peterson G.R., Boelkins M.R., Dumkow L.E.,	Johnson K.M., Belfer J.J., Peterson G.R., Boelkins M.R., Dumkow L.E.
Pan Y., Liu H., Chu C., Li X., Liu S., Lu S.,	Pan Y., Liu H., Chu C., Li X., Liu S., Lu S.
Italian Civil Protection Department, Morettini M., Sbrollini A., Marcantoni I., Burattini L.,	Italian Civil Protection Department, Morettini M., Sbrollini A., Marcantoni I., Burattini L.
Xiao A.T., Tong Y.X., Gao C., Zhu L., Zhang Y.J., Zhang S.,	Xiao A.T., Tong Y.X., Gao C., Zhu L., Zhang Y.J., Zhang S.
Cui Z., Chang H., Wang H., Lim B., Hsu C.-C., Yu Y., Jia H., Wang Y., Zeng Y., Ji M., Liu W., Inverarity C., Huang W.E.,	Cui Z., Chang H., Wang H., Lim B., Hsu C.-C., Yu Y., Jia H., Wang Y., Zeng Y., Ji M., Liu W., Inverarity C., Huang W.E.
Caly L., Druce J., Roberts J., Bond K., Tran T., Kostecki R., Yoga Y., Naughton W., Taiaroa G., Seemann T., Schultz M.B., Howden B.P., Korman T.M., Lewin S.R., Williamson D.A., Catton M.G.,	Caly L., Druce J., Roberts J., Bond K., Tran T., Kostecki R., Yoga Y., Naughton W., Taiaroa G., Seemann T., Schultz M.B., Howden B.P., Korman T.M., Lewin S.R., Williamson D.A., Catton M.G.
Boziki M.K., Mentis A.-F.A., Shumilina M., Makshakov G., Evdoshenko E., Grigoriadis N.,	Boziki M.K., Mentis A.-F.A., Shumilina M., Makshakov G., Evdoshenko E., Grigoriadis N.
Archie S.R., Cucullo L.,	Archie S.R., Cucullo L.
Wu D., Lu J., Liu Y., Zhang Z., Luo L.,	Wu D., Lu J., Liu Y., Zhang Z., Luo L.
Mavrikou S., Moschopoulou G., Tsekouras V., Kintzios S.,	Mavrikou S., Moschopoulou G., Tsekouras V., Kintzios S.
Yong S.K., Su P.-C., Yang Y.-S.,	Yong S.K., Su P.-C., Yang Y.-S.
Sawalha A.H., Zhao M., Coit P., Lu Q.,	Sawalha A.H., Zhao M., Coit P., Lu Q.
Ozma M.A., Maroufi P., Khodadadi E., Köse ?., Esposito I., Ganbarov K., Dao S., Esposito S., Dal T., Zeinalzadeh E., Kafil H.S.,	Ozma M.A., Maroufi P., Khodadadi E., Köse ?., Esposito I., Ganbarov K., Dao S., Esposito S., Dal T., Zeinalzadeh E., Kafil H.S.
Tang L.Y., Wang J.,	Tang L.Y., Wang J.
Douglas K.A.A., Douglas V.P., Moschos M.M.,	Douglas K.A.A., Douglas V.P., Moschos M.M.
Han Y., Yang H.,	Han Y., Yang H.
Martinez-Rojas M.A., Vega-Vega O., Bobadilla N.A.,	Martinez-Rojas M.A., Vega-Vega O., Bobadilla N.A.
Clemente-Suárez V.J., Hormeño-Holgado A., Jiménez M., Benitez-Agudelo J.C., Navarro-Jiménez E., Perez-Palencia N., Maestre-Serrano R., Laborde-Cárdenas C.C., Tornero-Aguilera J.F.,	Clemente-Suárez V.J., Hormeño-Holgado A., Jiménez M., Benitez-Agudelo J.C., Navarro-Jiménez E., Perez-Palencia N., Maestre-Serrano R., Laborde-Cárdenas C.C., Tornero-Aguilera J.F.
Hess D.C., Eldahshan W., Rutkowski E.,	Hess D.C., Eldahshan W., Rutkowski E.
Zizzo M., Bollino R., Castro Ruiz C., Biolchini F., Bonilauri S., Sergi W., Annessi V.,	Zizzo M., Bollino R., Castro Ruiz C., Biolchini F., Bonilauri S., Sergi W., Annessi V.
Fu B., Qian K., Fu X.,	Fu B., Qian K., Fu X.
Ali Y., Alradhawi M., Shubber N., Abbas A.-R.,	Ali Y., Alradhawi M., Shubber N., Abbas A.-R.
Gabutti G., d’Anchera E., Sandri F., Savio M., Stefanati A.,	Gabutti G., d’Anchera E., Sandri F., Savio M., Stefanati A.
Lehrer S., Rheinstein P.H.,	Lehrer S., Rheinstein P.H.
Banerjee D., Popoola J., Shah S., Ster I.C., Quan V., Phanish M.,	Banerjee D., Popoola J., Shah S., Ster I.C., Quan V., Phanish M.
Provenzani A., Polidori P.,	Provenzani A., Polidori P.
Shittu M.O., Afolami O.I.,	Shittu M.O., Afolami O.I.
Abdullahi I.N., Emeribe A.U., Mustapha J.O., Fasogbon S.A., Ofor I.B., Opeyemi I.S., Obi-George C., Sunday A.O., Nwofe J.,	Abdullahi I.N., Emeribe A.U., Mustapha J.O., Fasogbon S.A., Ofor I.B., Opeyemi I.S., Obi-George C., Sunday A.O., Nwofe J.
Ulrich H., Pillat M.M.,	Ulrich H., Pillat M.M.
Hillaker E., Belfer J.J., Bondici A., Murad H., Dumkow L.E.,	Hillaker E., Belfer J.J., Bondici A., Murad H., Dumkow L.E.
El Zowalaty M.E., Järhult J.D.,	El Zowalaty M.E., Järhult J.D.
Sharma A.K., Balyan P.,	Sharma A.K., Balyan P.
Day A.T., Sher D.J., Lee R.C., Truelson J.M., Myers L.L., Sumer B.D., Stankova L., Tillman B.N., Hughes R.S., Khan S.A., Gordin E.A.,	Day A.T., Sher D.J., Lee R.C., Truelson J.M., Myers L.L., Sumer B.D., Stankova L., Tillman B.N., Hughes R.S., Khan S.A., Gordin E.A.
Zeouk I., Bekhti K., Lorenzo-morales J.,	Zeouk I., Bekhti K., Lorenzo-morales J.
Montesi G., Di Biase S., Chierchini S., Pavanato G., Virdis G.E., Contato E., Mandoliti G.,	Montesi G., Di Biase S., Chierchini S., Pavanato G., Virdis G.E., Contato E., Mandoliti G.
Robson B.,	Robson B.
Al-Shamsi H.O., Alhazzani W., Alhuraiji A., Coomes E.A., Chemaly R.F., Almuhanna M., Wolff R.A., Ibrahim N.K., Chua M.L.K., Hotte S.J., Meyers B.M., Elfiki T., Curigliano G., Eng C., Grothey A., Xie C.,	Al-Shamsi H.O., Alhazzani W., Alhuraiji A., Coomes E.A., Chemaly R.F., Almuhanna M., Wolff R.A., Ibrahim N.K., Chua M.L.K., Hotte S.J., Meyers B.M., Elfiki T., Curigliano G., Eng C., Grothey A., Xie C.
Younes N., Al-Sadeq D.W., AL-Jighefee H., Younes S., Al-Jamal O., Daas H.I., Yassine H.M., Nasrallah G.K.,	Younes N., Al-Sadeq D.W., AL-Jighefee H., Younes S., Al-Jamal O., Daas H.I., Yassine H.M., Nasrallah G.K.
Sallard E., Lescure F.-X., Yazdanpanah Y., Mentre F., Peiffer-Smadja N.,	Sallard E., Lescure F.-X., Yazdanpanah Y., Mentre F., Peiffer-Smadja N.
Padron-Regalado E.,	Padron-Regalado E.
Schweitzer W., Ruder T., Baumeister R., Bolliger S., Thali M., Meixner E., Ampanozi G.,	Schweitzer W., Ruder T., Baumeister R., Bolliger S., Thali M., Meixner E., Ampanozi G.
Klasen J.M., Vithyapathy A., Zante B., Burm S.,	Klasen J.M., Vithyapathy A., Zante B., Burm S.
Moorthy M., Fletcher J.,	Moorthy M., Fletcher J.
Cheng X., Liu J., Li N., Nisenbaum E., Sun Q., Chen B., Casiano R., Weed D., Telischi F., Denneny J.C., III, Liu X., Shu Y.,	Cheng X., Liu J., Li N., Nisenbaum E., Sun Q., Chen B., Casiano R., Weed D., Telischi F., Denneny J.C., III, Liu X., Shu Y.
Dey S.K., Rahman M.M., Siddiqi U.R., Howlader A.,	Dey S.K., Rahman M.M., Siddiqi U.R., Howlader A.
Adhikari A., Yin J.,	Adhikari A., Yin J.
Lega S., Naviglio S., Volpi S., Tommasini A.,	Lega S., Naviglio S., Volpi S., Tommasini A.
Du W., Han S., Li Q., Zhang Z.,	Du W., Han S., Li Q., Zhang Z.
Lo J.-J., Wang S.-C., Lee H.-Y., Lee S.-S., Lee H.-C., Hung C.-T., Huang S.-H.,	Lo J.-J., Wang S.-C., Lee H.-Y., Lee S.-S., Lee H.-C., Hung C.-T., Huang S.-H.
Dashraath P., Wong J.L.J., Lim M.X.K., Lim L.M., Li S., Biswas A., Choolani M., Mattar C., Su L.L.,	Dashraath P., Wong J.L.J., Lim M.X.K., Lim L.M., Li S., Biswas A., Choolani M., Mattar C., Su L.L.
Ballout R.A., Sviridov D., Bukrinsky M.I., Remaley A.T.,	Ballout R.A., Sviridov D., Bukrinsky M.I., Remaley A.T.
Arias-Reyes C., Zubieta-DeUrioste N., Poma-Machicao L., Aliaga-Raduan F., Carvajal-Rodriguez F., Dutschmann M., Schneider-Gasser E.M., Zubieta-Calleja G., Soliz J.,	Arias-Reyes C., Zubieta-DeUrioste N., Poma-Machicao L., Aliaga-Raduan F., Carvajal-Rodriguez F., Dutschmann M., Schneider-Gasser E.M., Zubieta-Calleja G., Soliz J.
Rajarshi K., Chatterjee A., Ray S.,	Rajarshi K., Chatterjee A., Ray S.
Kalafat E., Yaprak E., Cinar G., Varli B., Ozisik S., Uzun C., Azap A., Koc A.,	Kalafat E., Yaprak E., Cinar G., Varli B., Ozisik S., Uzun C., Azap A., Koc A.
Passerini G., Mancinelli E., Morichetti M., Virgili S., Rizza U.,	Passerini G., Mancinelli E., Morichetti M., Virgili S., Rizza U.
Dai M., Liu D., Liu M., Zhou F., Li G., Chen Z., Zhang Z., You H., Wu M., Zheng Q., Xiong Y., Xiong H., Wang C., Chen C., Xiong F., Zhang Y., Peng Y., Ge S., Zhen B., Yu T., Wang L., Wang H., Liu Y., Chen Y., Mei J., Gao X., Li Z., Gan L., He C., Li Z., Shi Y., Qi Y., Yang J., Tenen D.G., Chai L., Mucci L.A., Santillana M., Cai H.,	Dai M., Liu D., Liu M., Zhou F., Li G., Chen Z., Zhang Z., You H., Wu M., Zheng Q., Xiong Y., Xiong H., Wang C., Chen C., Xiong F., Zhang Y., Peng Y., Ge S., Zhen B., Yu T., Wang L., Wang H., Liu Y., Chen Y., Mei J., Gao X., Li Z., Gan L., He C., Li Z., Shi Y., Qi Y., Yang J., Tenen D.G., Chai L., Mucci L.A., Santillana M., Cai H.
Fitzek A., Sperhake J., Edler C., Schröder A.S., Heinemann A., Heinrich F., Ron A., Mushumba H., Lütgehetmann M., Püschel K.,	Fitzek A., Sperhake J., Edler C., Schröder A.S., Heinemann A., Heinrich F., Ron A., Mushumba H., Lütgehetmann M., Püschel K.
Kligerman M.P., Vukkadala N., Tsang R.K.Y., Sunwoo J.B., Holsinger F.C., Chan J.Y.K., Damrose E.J., Kearney A., Starmer H.M.,	Kligerman M.P., Vukkadala N., Tsang R.K.Y., Sunwoo J.B., Holsinger F.C., Chan J.Y.K., Damrose E.J., Kearney A., Starmer H.M.
Fathizadeh H., Maroufi P., Momen-Heravi M., Dao S., Köse ?., Ganbarov K., Pagliano P., Esposito S., Kafil H.S.,	Fathizadeh H., Maroufi P., Momen-Heravi M., Dao S., Köse ?., Ganbarov K., Pagliano P., Esposito S., Kafil H.S.
Orioli L., Hermans M.P., Thissen J.-P., Maiter D., Vandeleene B., Yombi J.-C.,	Orioli L., Hermans M.P., Thissen J.-P., Maiter D., Vandeleene B., Yombi J.-C.
Yang P., Wang X., Liu P., Wei C., He B., Zheng J., Zhao D.,	Yang P., Wang X., Liu P., Wei C., He B., Zheng J., Zhao D.
Cortegiani A., Ingoglia G., Ippolito M., Giarratano A., Einav S.,	Cortegiani A., Ingoglia G., Ippolito M., Giarratano A., Einav S.
Elens L., Langman L.J., Hesselink D.A., Bergan S., Moes D.J.A.R., Molinaro M., Venkataramanan R., Lemaitre F.,	Elens L., Langman L.J., Hesselink D.A., Bergan S., Moes D.J.A.R., Molinaro M., Venkataramanan R., Lemaitre F.
Kern W.V., Biever P.M., Rieg S., Panning M.,	Kern W.V., Biever P.M., Rieg S., Panning M.
Hoffman R.M., Han Q.,	Hoffman R.M., Han Q.
Yang X., Yang Q., Wang Y., Wu Y., Xu J., Yu Y., Shang Y.,	Yang X., Yang Q., Wang Y., Wu Y., Xu J., Yu Y., Shang Y.
Chen W.-H., Strych U., Hotez P.J., Bottazzi M.E.,	Chen W.-H., Strych U., Hotez P.J., Bottazzi M.E.
Baker N., Williams A.J., Tropsha A., Ekins S.,	Baker N., Williams A.J., Tropsha A., Ekins S.
Song W., Li J., Zou N., Guan W., Pan J., Xu W.,	Song W., Li J., Zou N., Guan W., Pan J., Xu W.
Bocksberger S., Wagner W., Hummel T., Guggemos W., Seilmaier M., Hoelscher M., Wendtner C.-M.,	Bocksberger S., Wagner W., Hummel T., Guggemos W., Seilmaier M., Hoelscher M., Wendtner C.-M.
Lin J., Duan J., Tan T., Fu Z., Dai J.,	Lin J., Duan J., Tan T., Fu Z., Dai J.
Caly L., Druce J.D., Catton M.G., Jans D.A., Wagstaff K.M.,	Caly L., Druce J.D., Catton M.G., Jans D.A., Wagstaff K.M.
Yousefi R., Moosavi-Movahedi A.A.,	Yousefi R., Moosavi-Movahedi A.A.
Lehrer S., Rheinstein P.H.,	Lehrer S., Rheinstein P.H.
Díez J.-M., Romero C., Gajardo R.,	Díez J.-M., Romero C., Gajardo R.
Pandit K., Gupta S., Sharma A.G.,	Pandit K., Gupta S., Sharma A.G.
Patel R.J., Kejner A., McMullen C.,	Patel R.J., Kejner A., McMullen C.
Park G.-S., Ku K., Baek S.-H., Kim S.-J., Kim S.I., Kim B.-T., Maeng J.-S.,	Park G.-S., Ku K., Baek S.-H., Kim S.-J., Kim S.I., Kim B.-T., Maeng J.-S.
Liu S., Zheng Q., Wang Z.,	Liu S., Zheng Q., Wang Z.
Gadebusch Bondio M., Marloth M.,	Gadebusch Bondio M., Marloth M.
La Scola B., Le Bideau M., Andreani J., Hoang V.T., Grimaldier C., Colson P., Gautret P., Raoult D.,	La Scola B., Le Bideau M., Andreani J., Hoang V.T., Grimaldier C., Colson P., Gautret P., Raoult D.
Bonora B.M., Boscari F., Avogaro A., Bruttomesso D., Fadini G.P.,	Bonora B.M., Boscari F., Avogaro A., Bruttomesso D., Fadini G.P.
Danchin A., Timmis K.,	Danchin A., Timmis K.
Choy K.-T., Wong A.Y.-L., Kaewpreedee P., Sia S.F., Chen D., Hui K.P.Y., Chu D.K.W., Chan M.C.W., Cheung P.P.-H., Huang X., Peiris M., Yen H.-L.,	Choy K.-T., Wong A.Y.-L., Kaewpreedee P., Sia S.F., Chen D., Hui K.P.Y., Chu D.K.W., Chan M.C.W., Cheung P.P.-H., Huang X., Peiris M., Yen H.-L.
Dziedzic A.,	Dziedzic A.
Helms J., Tacquard C., Severac F., Leonard-Lorant I., Ohana M., Delabranche X., Merdji H., Clere-Jehl R., Schenck M., Fagot Gandet F., Fafi-Kremer S., Castelain V., Schneider F., Grunebaum L., Anglés-Cano E., Sattler L., Mertes P.-M., Meziani F., CRICS TRIGGERSEP Group (Clinical Research in Intensive Care and Sepsis Trial Group for Global Evaluation and Research in Sepsis),	Helms J., Tacquard C., Severac F., Leonard-Lorant I., Ohana M., Delabranche X., Merdji H., Clere-Jehl R., Schenck M., Fagot Gandet F., Fafi-Kremer S., Castelain V., Schneider F., Grunebaum L., Anglés-Cano E., Sattler L., Mertes P.-M., Meziani F., CRICS TRIGGERSEP Group (Clinical Research in Intensive Care and Sepsis Trial Group for Global Evaluation and Research in Sepsis)
Murray E., Tomaszewski M., Guzik T.J.,	Murray E., Tomaszewski M., Guzik T.J.
Al-Tawfiq J.A., Memish Z.A.,	Al-Tawfiq J.A., Memish Z.A.
Garcia-Alamino J.M.,	Garcia-Alamino J.M.
von Lilienfeld-Toal M., Vehreschild J.J., Cornely O., Pagano L., Compagno F., Pagliuca A., Akan H., Lagrou K., Pagano L., Hoenigl M., Klimko N., Cornely O., Verweij P., Duarte R., Zimmerli S., Bretagne S., Racil Z., Hirsch H.H., EHA Infectious Disease Scientific Working Group,	von Lilienfeld-Toal M., Vehreschild J.J., Cornely O., Pagano L., Compagno F., Pagliuca A., Akan H., Lagrou K., Pagano L., Hoenigl M., Klimko N., Cornely O., Verweij P., Duarte R., Zimmerli S., Bretagne S., Racil Z., Hirsch H.H., EHA Infectious Disease Scientific Working Group
Fang Y., Nie Y., Penny M.,	Fang Y., Nie Y., Penny M.
Arslan H., Musabak U., Ayvazoglu Soy E.H., Azap O.K., Sayin B., Akcay S., Murat Haberal K., Akdur A., Yildirim S., Haberal M.,	Arslan H., Musabak U., Ayvazoglu Soy E.H., Azap O.K., Sayin B., Akcay S., Murat Haberal K., Akdur A., Yildirim S., Haberal M.
Qiancheng X., Jian S., Lingling P., Lei H., Xiaogan J., Weihua L., Gang Y., Shirong L., Zhen W., GuoPing X., Lei Z., the sixth batch of Anhui medical team aiding Wuhan for COVID-19,	Qiancheng X., Jian S., Lingling P., Lei H., Xiaogan J., Weihua L., Gang Y., Shirong L., Zhen W., GuoPing X., Lei Z., the sixth batch of Anhui medical team aiding Wuhan for COVID-19
Tang T., Bidon M., Jaimes J.A., Whittaker G.R., Daniel S.,	Tang T., Bidon M., Jaimes J.A., Whittaker G.R., Daniel S.
Karim S.A.,	Karim S.A.
He Y., Wei J., Bian J., Guo K., Lu J., Mei W., Ma J., Xia Z., Xu M., Yan F., Yu C., Wang E., Wang W., Zeng N., Wang S., Xu J., Huang Y., Huang J.,	He Y., Wei J., Bian J., Guo K., Lu J., Mei W., Ma J., Xia Z., Xu M., Yan F., Yu C., Wang E., Wang W., Zeng N., Wang S., Xu J., Huang Y., Huang J.
Pan Y., Long L., Zhang D., Yuan T., Cui S., Yang P., Wang Q., Ren S.,	Pan Y., Long L., Zhang D., Yuan T., Cui S., Yang P., Wang Q., Ren S.
Sankar J., Dhochak N., Kabra S.K., Lodha R.,	Sankar J., Dhochak N., Kabra S.K., Lodha R.
Shannon A., Le N.T.-T., Selisko B., Eydoux C., Alvarez K., Guillemot J.-C., Decroly E., Peersen O., Ferron F., Canard B.,	Shannon A., Le N.T.-T., Selisko B., Eydoux C., Alvarez K., Guillemot J.-C., Decroly E., Peersen O., Ferron F., Canard B.
Li H., Chen C., Hu F., Wang J., Zhao Q., Gale R.P., Liang Y.,	Li H., Chen C., Hu F., Wang J., Zhao Q., Gale R.P., Liang Y.
Nasrollahzadeh M., Sajjadi M., Soufi G.J., Iravani S., Varma R.S.,	Nasrollahzadeh M., Sajjadi M., Soufi G.J., Iravani S., Varma R.S.
Tai W., He L., Zhang X., Pu J., Voronin D., Jiang S., Zhou Y., Du L.,	Tai W., He L., Zhang X., Pu J., Voronin D., Jiang S., Zhou Y., Du L.
Wong S.C.Y., Kwong R.T.-S., Wu T.C., Chan J.W.M., Chu M.Y., Lee S.Y., Wong H.Y., Lung D.C.,	Wong S.C.Y., Kwong R.T.-S., Wu T.C., Chan J.W.M., Chu M.Y., Lee S.Y., Wong H.Y., Lung D.C.
Trapani D., Marra A., Curigliano G.,	Trapani D., Marra A., Curigliano G.
Kaye K., Paprottka F., Escudero R., Casabona G., Montes J., Fakin R., Moke L., Stasch T., Richter D., Benito-Ruiz J.,	Kaye K., Paprottka F., Escudero R., Casabona G., Montes J., Fakin R., Moke L., Stasch T., Richter D., Benito-Ruiz J.
Akal?n E., Ekici M., Alan Z., Özbir Elevli E., Yaman Bucak A., Aobuliaikemu N., Üresin A.Y.,	Akal?n E., Ekici M., Alan Z., Özbir Elevli E., Yaman Bucak A., Aobuliaikemu N., Üresin A.Y.
Iroegbu J.D., Ifenatuoha C.W., Ijomone O.M.,	Iroegbu J.D., Ifenatuoha C.W., Ijomone O.M.
Morais A.H.A., Passos T.S., Maciel B.L.L., da Silva-Maia J.K.,	Morais A.H.A., Passos T.S., Maciel B.L.L., da Silva-Maia J.K.
Parker A., Karamchand S., Schrueder N., Lahri S., Rabie H., Aucamp M., Abrahams R., Ciapparelli P., Erasmus D.S., Cotton M.F., Lalla U., Leisegang R., Meintjes J., Mistry R., Moosa M.R., Mowlana A., Koegelenberg C.F.N., Prozesky H., Smith W., Van Schalkwyk M., Taljaard J.J.,	Parker A., Karamchand S., Schrueder N., Lahri S., Rabie H., Aucamp M., Abrahams R., Ciapparelli P., Erasmus D.S., Cotton M.F., Lalla U., Leisegang R., Meintjes J., Mistry R., Moosa M.R., Mowlana A., Koegelenberg C.F.N., Prozesky H., Smith W., Van Schalkwyk M., Taljaard J.J.
Cheng Q., Yang Y., Gao J.,	Cheng Q., Yang Y., Gao J.
Li Y., Xia L.,	Li Y., Xia L.
Guo J., Xie H., Liang M., Wu H.,	Guo J., Xie H., Liang M., Wu H.
Sun P., Lu X., Xu C., Sun W., Pan B.,	Sun P., Lu X., Xu C., Sun W., Pan B.
Liu W., Zhang S., Nekhai S., Liu S.,	Liu W., Zhang S., Nekhai S., Liu S.
Bann D.V., Patel V.A., Saadi R., Gniady J.P., Goyal N., McGinn J.D., Goldenberg D.,	Bann D.V., Patel V.A., Saadi R., Gniady J.P., Goyal N., McGinn J.D., Goldenberg D.
Mistretta F.A., Luzzago S., Molendini L.O., Ferro M., Dossena E., Mastrilli F., Musi G., de Cobelli O.,	Mistretta F.A., Luzzago S., Molendini L.O., Ferro M., Dossena E., Mastrilli F., Musi G., de Cobelli O.
Puliatti S., Eissa A., Eissa R., Amato M., Mazzone E., Dell’Oglio P., Sighinolfi M.C., Zoeir A., Micali S., Bianchi G., Patel V., Wiklund P., Coelho R.F., Bernhard J.-C., Dasgupta P., Mottrie A., Rocco B.,	Puliatti S., Eissa A., Eissa R., Amato M., Mazzone E., Dell’Oglio P., Sighinolfi M.C., Zoeir A., Micali S., Bianchi G., Patel V., Wiklund P., Coelho R.F., Bernhard J.-C., Dasgupta P., Mottrie A., Rocco B.
He R., Lu Z., Zhang L., Fan T., Xiong R., Shen X., Feng H., Meng H., Lin W., Jiang W., Geng Q.,	He R., Lu Z., Zhang L., Fan T., Xiong R., Shen X., Feng H., Meng H., Lin W., Jiang W., Geng Q.
Oyelade T., Alqahtani J., Canciani G.,	Oyelade T., Alqahtani J., Canciani G.
Zhang R., Wang X., Ni L., Di X., Ma B., Niu S., Liu C., Reiter R.J.,	Zhang R., Wang X., Ni L., Di X., Ma B., Niu S., Liu C., Reiter R.J.
Sharma A., Crosby D.L.,	Sharma A., Crosby D.L.
Wilson M.P., Jack A.S.,	Wilson M.P., Jack A.S.
Canarutto D., Priolo A., Russo G., Pitea M., Vigone M.C., Barera G.,	Canarutto D., Priolo A., Russo G., Pitea M., Vigone M.C., Barera G.
Wennmann D.O., Dlugos C.P., Hofschröer A., Hennies M., Kühn J., Hafezi W., Kampmeier S., Mellmann A., Triphaus S., Sackarnd J., Tepasse P., Keller M., Van Aken H., Pavenstädt H., Kümpers P.,	Wennmann D.O., Dlugos C.P., Hofschröer A., Hennies M., Kühn J., Hafezi W., Kampmeier S., Mellmann A., Triphaus S., Sackarnd J., Tepasse P., Keller M., Van Aken H., Pavenstädt H., Kümpers P.
Conticini E., Frediani B., Caro D.,	Conticini E., Frediani B., Caro D.
Smetana K., Jr, Brábek J.,	Smetana K., Jr, Brábek J.
Barabari P., Moharamzadeh K.,	Barabari P., Moharamzadeh K.
Bann D.V., Patel V.A., Saadi R., Goyal N., Gniady J.P., McGinn J.D., Goldenberg D., Isildak H., May J., Wilson M.N.,	Bann D.V., Patel V.A., Saadi R., Goyal N., Gniady J.P., McGinn J.D., Goldenberg D., Isildak H., May J., Wilson M.N.
Dai H., Zhang X., Xia J., Zhang T., Shang Y., Huang R., Liu R., Wang D., Li M., Wu J., Xu Q., Li Y.,	Dai H., Zhang X., Xia J., Zhang T., Shang Y., Huang R., Liu R., Wang D., Li M., Wu J., Xu Q., Li Y.
Orienti I., Gentilomi G.A., Farruggia G.,	Orienti I., Gentilomi G.A., Farruggia G.
Atogebania J.W., Chen H.,	Atogebania J.W., Chen H.
Lythgoe M.P., Middleton P.,	Lythgoe M.P., Middleton P.
De Stefani A., Bruno G., Mutinelli S., Gracco A.,	De Stefani A., Bruno G., Mutinelli S., Gracco A.
Zhao X., Wang K., Zuo P., Liu Y., Zhang M., Xie S., Zhang H., Chen X., Liu C.,	Zhao X., Wang K., Zuo P., Liu Y., Zhang M., Xie S., Zhang H., Chen X., Liu C.
Brownstone N.D., Thibodeaux Q.G., Reddy V.D., Myers B.A., Chan S.Y., Bhutani T., Liao W.,	Brownstone N.D., Thibodeaux Q.G., Reddy V.D., Myers B.A., Chan S.Y., Bhutani T., Liao W.
Saavedra J.M.,	Saavedra J.M.
Nikpouraghdam M., Jalali Farahani A., Alishiri G., Heydari S., Ebrahimnia M., Samadinia H., Sepandi M., Jafari N.J., Izadi M., Qazvini A., Dorostkar R., Tat M., Shahriary A., Farnoosh G., Hosseini Zijoud S.R., Taghdir M., Alimohamadi Y., Abbaszadeh S., Gouvarchin Ghaleh H.E., Bagheri M.,	Nikpouraghdam M., Jalali Farahani A., Alishiri G., Heydari S., Ebrahimnia M., Samadinia H., Sepandi M., Jafari N.J., Izadi M., Qazvini A., Dorostkar R., Tat M., Shahriary A., Farnoosh G., Hosseini Zijoud S.R., Taghdir M., Alimohamadi Y., Abbaszadeh S., Gouvarchin Ghaleh H.E., Bagheri M.
